ROW_ID,ORDER_ID,SHIP_MODE,CUSTOMER_ID,CUSTOMER_NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE
5311,CA-2018-131254,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.1880,6,0.80,-2287.7820,2022-11-18,2022-11-20
5312,CA-2017-123414,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.2160,4,0.20,3.3408,2021-08-20,2021-08-26
5313,CA-2017-123414,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.0480,2,0.20,3.5060,2021-08-20,2021-08-26
5314,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.9600,2,0.00,21.4368,2022-04-29,2022-05-04
5315,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.5600,4,0.00,14.9744,2022-04-29,2022-05-04
5316,CA-2017-154060,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.0560,9,0.20,11.6910,2021-05-01,2021-05-07
5317,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.8080,2,0.20,1.3284,2022-10-01,2022-10-04
5318,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.6560,1,0.20,1.5691,2022-10-01,2022-10-04
5319,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,20.7360,4,0.20,7.2576,2022-10-01,2022-10-04
5320,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.3600,3,0.70,-21.8880,2022-10-01,2022-10-04
5321,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.1160,7,0.40,-1002.7836,2022-10-01,2022-10-04
5322,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.2360,4,0.70,-26.2476,2022-10-01,2022-10-04
5323,US-2018-162558,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.7600,2,0.20,5.9280,2022-10-01,2022-10-04
5324,CA-2018-134439,Second Class,TM-21010,Tamara Manning,Consumer,United States,Grand Island,Nebraska,68801,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.9600,2,0.00,7.9800,2022-09-17,2022-09-22
5325,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9000,5,0.00,6.2530,2020-12-03,2020-12-08
5326,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.0800,6,0.00,9.0288,2020-12-03,2020-12-08
5327,CA-2016-152681,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.6800,2,0.00,2.0040,2020-01-16,2020-01-21
5328,CA-2015-130813,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.4400,3,0.00,9.3312,2019-01-05,2019-01-07
5329,CA-2016-120320,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.9200,2,0.20,2.3940,2020-03-04,2020-03-08
5330,CA-2017-111941,Second Class,BD-11620,Brian DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.5680,2,0.20,11.7488,2021-12-24,2021-12-27
5331,CA-2017-123120,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.9400,1,0.00,24.9366,2021-09-03,2021-09-07
5332,CA-2017-123120,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6000,5,0.20,20.4525,2021-09-03,2021-09-07
5333,CA-2017-123120,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.7200,4,0.00,6.5888,2021-09-03,2021-09-07
5334,CA-2015-103331,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10.6800,4,0.00,4.0584,2019-08-25,2019-08-31
5335,CA-2015-103331,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.3400,3,0.00,8.4966,2019-08-25,2019-08-31
5336,CA-2015-103331,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.3800,1,0.00,1.5548,2019-08-25,2019-08-31
5337,CA-2016-169278,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.9760,4,0.20,8.7672,2020-05-20,2020-05-24
5338,CA-2018-111577,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,307.7760,7,0.20,111.5688,2022-10-15,2022-10-20
5339,CA-2016-146486,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,244.5500,5,0.00,4.8910,2020-11-08,2020-11-13
5340,CA-2016-146486,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,12.2400,6,0.00,5.7528,2020-11-08,2020-11-13
5341,CA-2016-146486,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.9800,2,0.00,6.0114,2020-11-08,2020-11-13
5342,CA-2016-146486,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.9500,5,0.00,53.9970,2020-11-08,2020-11-13
5343,US-2015-168501,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,1.6320,1,0.20,0.5508,2019-11-20,2019-11-26
5344,US-2015-168501,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,267.9600,5,0.20,16.7475,2019-11-20,2019-11-26
5345,CA-2016-112053,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Rochester,New York,14609,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.9500,1,0.00,2.2365,2020-10-10,2020-10-12
5346,CA-2018-108539,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.8400,4,0.00,210.4936,2022-03-20,2022-03-22
5347,CA-2018-108539,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.8960,3,0.20,3.9498,2022-03-20,2022-03-22
5348,CA-2018-108539,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.5440,2,0.20,2.8836,2022-03-20,2022-03-22
5349,CA-2016-149811,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.3400,3,0.00,15.5232,2020-01-03,2020-01-09
5350,CA-2016-149811,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9000,5,0.00,19.9500,2020-01-03,2020-01-09
5351,US-2018-103814,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Park Ridge,Illinois,60068,Central,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.8560,9,0.20,48.5514,2022-12-08,2022-12-15
5352,CA-2017-123932,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.9200,4,0.20,15.1960,2021-09-05,2021-09-11
5353,CA-2017-123932,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.5840,2,0.20,37.0782,2021-09-05,2021-09-11
5354,US-2017-101616,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.2800,8,0.00,41.0216,2021-09-02,2021-09-05
5355,CA-2015-113768,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.4560,6,0.20,20.9592,2019-05-12,2019-05-18
5356,CA-2015-113768,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,8.0000,2,0.00,3.8400,2019-05-12,2019-05-18
5357,CA-2017-138037,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.2400,5,0.20,9.5340,2021-09-28,2021-10-02
5358,CA-2015-150490,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.3600,1,0.00,1.6360,2019-08-04,2019-08-10
5359,CA-2015-150490,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.7800,2,0.00,0.6312,2019-08-04,2019-08-10
5360,CA-2015-150490,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.9800,2,0.00,12.8744,2019-08-04,2019-08-10
5361,US-2018-126060,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.2720,8,0.20,-32.2192,2022-04-13,2022-04-17
5362,CA-2018-100951,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.7600,5,0.20,54.0570,2022-06-08,2022-06-09
5363,CA-2017-122017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.5600,6,0.00,23.9904,2021-12-28,2022-01-01
5364,CA-2017-122017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.9600,2,0.00,22.9488,2021-12-28,2022-01-01
5365,CA-2015-123477,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.8640,4,0.20,6.4864,2019-01-17,2019-01-20
5366,CA-2017-107790,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.1920,1,0.20,13.2293,2021-11-19,2021-11-23
5367,CA-2018-158071,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.7760,3,0.20,7.7679,2022-06-09,2022-06-14
5368,CA-2018-158071,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.5600,4,0.00,5.4332,2022-06-09,2022-06-14
5369,CA-2018-158071,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.5800,1,0.00,3.8950,2022-06-09,2022-06-14
5370,CA-2018-147403,First Class,KH-16630,Ken Heidel,Corporate,United States,Akron,Ohio,44312,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.0560,3,0.20,28.7064,2022-09-09,2022-09-12
5371,US-2018-136721,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.9600,2,0.00,71.2296,2022-04-07,2022-04-11
5372,US-2018-136721,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9000,3,0.00,79.7940,2022-04-07,2022-04-11
5373,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.5520,3,0.20,5.4432,2020-10-23,2020-10-29
5374,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,347.3610,7,0.30,-69.4722,2020-10-23,2020-10-29
5375,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,10.3680,2,0.20,3.6288,2020-10-23,2020-10-29
5376,CA-2018-134152,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.1600,6,0.00,9.8160,2022-05-26,2022-05-30
5377,CA-2018-134152,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.4400,3,0.00,7.8600,2022-05-26,2022-05-30
5378,CA-2015-125542,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.4880,7,0.20,117.6147,2019-12-04,2019-12-06
5379,CA-2015-125542,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.7360,4,0.20,-30.2288,2019-12-04,2019-12-06
5380,CA-2017-136021,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.5400,3,0.00,7.6146,2021-08-13,2021-08-17
5381,CA-2017-136021,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.5520,6,0.20,35.6238,2021-08-13,2021-08-17
5382,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.9200,5,0.20,9.0720,2021-09-04,2021-09-06
5383,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.8080,8,0.20,5.3352,2021-09-04,2021-09-06
5384,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.3680,2,0.20,3.7584,2021-09-04,2021-09-06
5385,CA-2018-161410,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2000,3,0.40,41.7900,2022-06-25,2022-07-02
5386,CA-2018-161410,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.9160,14,0.40,72.7888,2022-06-25,2022-07-02
5387,CA-2018-152786,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Rogers,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.4100,9,0.00,18.5886,2022-03-11,2022-03-16
5388,CA-2018-164707,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.9760,3,0.20,10.4985,2022-02-17,2022-02-20
5389,CA-2018-164707,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.5300,3,0.00,47.0979,2022-02-17,2022-02-20
5390,CA-2018-164707,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.8200,2,0.00,4.8118,2022-02-17,2022-02-20
5391,CA-2018-163874,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.3520,3,0.20,9.5526,2022-11-09,2022-11-11
5392,US-2015-123183,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-LA-10002787,Office Supplies,Labels,Avery 480,22.5000,6,0.00,10.8000,2019-11-18,2019-11-24
5393,US-2015-123183,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.9600,2,0.00,4.5816,2019-11-18,2019-11-24
5394,US-2015-123183,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213.0800,7,0.00,102.2784,2019-11-18,2019-11-24
5395,US-2015-123183,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.8800,6,0.00,235.9524,2019-11-18,2019-11-24
5396,CA-2015-104829,Second Class,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.9800,7,0.00,9.8910,2019-11-17,2019-11-20
5397,US-2017-147340,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2000,5,0.00,23.3840,2021-09-23,2021-09-23
5398,CA-2017-145492,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90004,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.0000,12,0.00,11.3100,2021-11-19,2021-11-26
5399,CA-2017-163202,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.9070,3,0.70,-2.0349,2021-09-26,2021-10-01
5400,CA-2017-117681,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.6650,5,0.15,6.5490,2021-04-08,2021-04-13
5401,CA-2018-132262,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.9800,2,0.00,15.1158,2022-09-20,2022-09-22
5402,CA-2018-132262,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.9800,2,0.00,26.3934,2022-09-20,2022-09-22
5403,CA-2018-123043,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.6720,4,0.20,7.7100,2022-08-23,2022-08-28
5404,CA-2018-123043,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.7440,1,0.20,1.3104,2022-08-23,2022-08-28
5405,US-2017-143280,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.9600,5,0.20,55.7450,2021-02-21,2021-02-25
5406,US-2017-143280,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.2400,1,0.00,15.2208,2021-02-21,2021-02-25
5407,US-2017-143280,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.6500,3,0.00,5.0055,2021-02-21,2021-02-25
5408,CA-2018-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.9200,4,0.00,40.4432,2022-12-07,2022-12-13
5409,CA-2018-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.4240,1,0.20,8.4090,2022-12-07,2022-12-13
5410,CA-2018-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.4800,3,0.20,33.9300,2022-12-07,2022-12-13
5411,CA-2018-108854,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.7600,1,0.00,11.1176,2022-12-07,2022-12-13
5412,CA-2018-166856,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.0800,7,0.20,3.5280,2022-09-17,2022-09-21
5413,CA-2018-166856,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,West,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.3400,3,0.00,8.1072,2022-09-17,2022-09-21
5414,CA-2017-153157,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.7500,5,0.00,62.9300,2021-09-10,2021-09-13
5415,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.1760,6,0.80,-197.5752,2022-09-22,2022-09-27
5416,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.7360,4,0.20,7.2576,2022-09-22,2022-09-27
5417,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.9840,2,0.20,-8.9964,2022-09-22,2022-09-27
5418,CA-2015-132542,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.3600,2,0.00,7.6800,2019-10-05,2019-10-07
5419,CA-2016-110877,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.2880,7,0.20,12.7008,2020-10-22,2020-10-25
5420,CA-2016-110877,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.3840,2,0.20,15.0384,2020-10-22,2020-10-25
